period,target,model,feature_group,rows,races,log_loss,brier,ece_10,roc_auc,winner_top1,winner_top2,winner_top3,winner_top5,winner_rr,winner_average_rank,placegetter_average_rank,ranking_correlation,top3_capture_at3,top3_capture_at5,top2_zero_hit,top2_one_hit,top2_two_hit,place_capture_at_cutoff,ndcg_at5,matrix_weight,probability_metrics_valid
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2564683523800274,0.06911297526917785,0.024960739427188277,0.7249597175885377,0.2484472049689441,0.422360248447205,0.5279503105590062,0.7018633540372671,0.44630936696154094,4.267080745341615,4.939958592132505,0.34495436342752767,0.4472049689440994,0.6252587991718427,0.2360248447204969,0.5590062111801242,0.20496894409937888,0.4472049689440994,0.5314391637961664,0.5,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.256516458808035,0.06911420067692786,0.025173481656436646,0.7244917061690591,0.2422360248447205,0.40993788819875776,0.5341614906832298,0.6894409937888198,0.4409857223521819,4.279503105590062,4.946169772256729,0.3406275918698279,0.4472049689440994,0.6211180124223602,0.2422360248447205,0.5590062111801242,0.19875776397515527,0.4472049689440994,0.524656161263867,0.55,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2566039417237064,0.06912225202390003,0.025496127320807256,0.7240587956060414,0.2422360248447205,0.40993788819875776,0.5341614906832298,0.6894409937888198,0.44107198874279613,4.273291925465839,4.942028985507246,0.3415241838384682,0.4451345755693581,0.6231884057971016,0.2422360248447205,0.5590062111801242,0.19875776397515527,0.4451345755693581,0.5256559924828923,0.6,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.25673037065507504,0.06913697974841801,0.025343757695907795,0.7236492856139976,0.2422360248447205,0.40993788819875776,0.5403726708074534,0.6894409937888198,0.4419001460926927,4.260869565217392,4.944099378881988,0.34055850981316826,0.4472049689440994,0.6231884057971016,0.2484472049689441,0.5527950310559007,0.19875776397515527,0.4472049689440994,0.5257571874504511,0.65,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2568953618824819,0.06915827534898498,0.024314631022928083,0.7234052510881266,0.2484472049689441,0.40372670807453415,0.5403726708074534,0.6894409937888198,0.4439277423749473,4.267080745341615,4.944099378881988,0.3400350167430913,0.4513457556935817,0.6211180124223602,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4513457556935817,0.5275096533626351,0.7,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2570985766508798,0.06918606865044108,0.02625727073506913,0.7230943577880443,0.2546583850931677,0.40372670807453415,0.5403726708074534,0.6832298136645962,0.44659214146791787,4.279503105590062,4.966873706004141,0.335572018172066,0.4472049689440994,0.6211180124223602,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4472049689440994,0.5270205095402634,0.75,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.25733971907725905,0.06922032464395203,0.026427726936790807,0.7225879025733943,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6832298136645962,0.44599567099567106,4.298136645962733,4.9730848861283645,0.33489664320160845,0.4451345755693581,0.6211180124223602,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5253961687239573,0.8,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2576185338334749,0.06926104005471811,0.0262118584390509,0.7218641563425575,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6956521739130435,0.44640974967061925,4.285714285714286,4.966873706004141,0.3355396156638392,0.4451345755693581,0.629399585921325,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5294329320323934,0.85,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2579348036765295,0.06930823977463363,0.02283022133603793,0.7213627155359733,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6894409937888198,0.44611644394253097,4.298136645962733,4.962732919254658,0.3358244240231818,0.4451345755693581,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5279191457917298,0.9,False
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.25828834688987135,0.06936197327771622,0.024423817984621864,0.7203832344937788,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6894409937888198,0.44611644394253097,4.298136645962733,4.962732919254658,0.3358244240231818,0.4451345755693581,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5279191457917298,0.95,False
